label,sentence_name
So we've got our three pound ball of clay.,-dIdfcIZVGU_0-5-rgb_front
Hey how are doing?,1qksnbHvJLY_7-8-rgb_front
One hundred hours.,aI092VEhmRU_6-8-rgb_front
Long legs.,07mFG9turoU_30-5-rgb_front
In which those are called step ins.,1Oj0xMGOmqc_6-8-rgb_front
That's as far up you want to go.,1I6c2InPr0A_14-5-rgb_front
"So, it looks a little bit like this.",1fTH1XCkQNw_5-8-rgb_front
Got baking soda here.,49P4e1DLm6w_15-5-rgb_front
"And now, we have two more filets.",1Vq_uqeckF8_33-8-rgb_front
I've got my configuration changed.,0z-gCDC8oOw_27-8-rgb_front
"My name is Pete Bailey, Skyline Thinning Company.",21GuMyj5bUw_0-5-rgb_front
is going straight across the back.,05pLyheXjeo_2-5-rgb_front
Good girl!,aJpNFZd3uPw_15-5-rgb_front
No.,1F1WadkaAcI_10-5-rgb_front
How do I fix this?,-fSI2e1pqkY_8-5-rgb_front
I'm going to pour it into the turkey neck.,0trr2UC5l5M_10-11-rgb_front
Little hearts maybe.,1IHiA_6XXrI_19-5-rgb_front
You need a pair of shoes.,0H60j0VxTaE_26-5-rgb_front
And be consistent.,0ACeI3_jN3k_13-8-rgb_front
So be cautious the way you do that.,4YRehZfsLDY_13-5-rgb_front
"Hi, this is Sean Hobson.",2Az2H4I1v2I_0-1-rgb_front
"And just go nuts on this, you know.",a0te0H5ms1Y_9-9-rgb_front
"Which is surfacing agent resin, which is sanding resin.",1mrUTikYY-c_23-11-rgb_front
Now I'm feeling really creative.,5agwuoxNssM_0-5-rgb_front
I'm not just connected on the back.,1roNMBxogDE_10-8-rgb_front
Release pressure and pull up.,-7BtY3iQIdo_11-8-rgb_front
Stick some fresh ground black pepper.,199hEEkd1aU_25-8-rgb_front
Starting with your knees.,10d1oeViKYw_2-5-rgb_front
So I'll go ahead and hit 'Clear'.,2t0bY_rE108_22-8-rgb_front
I've actually already kinda stuck it on the cable.,1qQEz4pbQkM_2-11-rgb_front
You don't see that out there.,2l9_6UKlhmM_7-8-rgb_front
Your head and shoulders are lifted off the mat.,1WIZH2vgOJE_2-5-rgb_front
You never use this.,1LgVgklOYCQ_14-5-rgb_front
"If you don't meet your purpose, nothing else matters.",3NFVQAQDGXE_8-5-rgb_front
Putting the books up on the shelves.,23LLbhn_Mjg_21-5-rgb_front
What kind of energy is in the room?,0AhtD4UPpJQ_2-5-rgb_front
And let's do the second side together.,0sIZINMi6jM_7-8-rgb_front
So that's fine if you do that as well.,-bx5X9wxho4_7-5-rgb_front
But just lightly let the hammer fall.,4RbZmUDyjGc_12-5-rgb_front
"So, an overcap of how you can do mountains.",1dCbeG4mwVk_11-8-rgb_front
So now we've finished the whole Uncial alphabet.,0sYti1jhaww_0-8-rgb_front
I love it.,0CGoYyy61p8_6-8-rgb_front
Why is it important to get out of jail?,5CGdJ5Cuv5M_7-8-rgb_front
Switch your feet.,1_udNnVFDp4_16-8-rgb_front
I'm going to go ahead and sew this closed.,a4MsS36gmRE_5-3-rgb_front
"This is basic drill combos, kick boxing.",0veHGYSKaDc_30-8-rgb_front
My name is Daniel Baldwin.,-0yRaqY7nTE_1-5-rgb_front
"Hi, I'm Jennifer Cail.",1Npqw3j6-w0_0-8-rgb_front
"One, two, three, four.",1d3UApdR58M_9-8-rgb_front
"This, right here, is your standard outfielder's glove.",-EsVrbRTMU4_2-8-rgb_front
Like the notches are not fitting correctly.,0zD5Uh7S35A_8-5-rgb_front
They are not good for you.,-88OcTs9MPs_5-8-rgb_front
"Which in this case, will turn dark brown.",4C6UadTF65I_10-5-rgb_front
And also you're safe.,1Yp-xuljnDM_4-8-rgb_front
Or vice a versa.,-aNfi7CP8vM_11-3-rgb_front
"So, we want to jack the vehicle up.",1H55083VyWI_2-8-rgb_front
They're all going to coordinate really pretty.,3Uu9_GGILmc_6-8-rgb_front
You want to keep them nice and even.,1Tix6cnQko4_10-5-rgb_front
After three of a kind would be a straight.,14BL0rO5e-8_13-8-rgb_front
Go to your full range of motion.,14Pag7RIAsk_5-8-rgb_front
Ask your teacher for help.,0xkcq_PvKLI_10-5-rgb_front
"And, that's basically a Daily Double.",36xBmAZNzRg_18-5-rgb_front
Coming right at you.,1P6n7Tv8oco_14-8-rgb_front
And here are some samples.,07TdlpHnhtU_6-5-rgb_front
It comes from the Fibonacci series of numbers.,5_w9QWHoI1E_3-8-rgb_front
I already washed it and everything.,199hEEkd1aU_38-8-rgb_front
Right now our hero's on a white ocean.,1UvJ0mvrOPw_22-5-rgb_front
Where does ink come from?,aWQtkHYFJWo_0-5-rgb_front
We have our faucet in place.,0I9Ks-BPfDs_12-5-rgb_front
And then a four.,19FB-dmluQw_7-3-rgb_front
That kind of gives you a good idea.,3LtXtL6PX0Q_22-5-rgb_front
Draw some slippers on our girl.,48QmLVn7fqQ_21-8-rgb_front
And we're going to contract exhale and inhale release.,034pv2RSK8E_5-8-rgb_front
"So let's say ""lazy.""",3ntc51P5qjI_8-8-rgb_front
Iâve added some glitter to look like snow.,a7BqyLnTfqo_14-5-rgb_front
Good.,3Aq_KJZR-2w_2-5-rgb_front
That's also very good for the hair.,bALpZEr8flU_12-8-rgb_front
Get in.,1dJbYUmWpSY_6-8-rgb_front
Then repeat the same thing on the other side.,1EY3NXNHHhc_9-5-rgb_front
This is a good step to have.,19loES0r7_4_12-8-rgb_front
It was very economical.,13Omn2P3DcA_12-8-rgb_front
"On my first roll, I have no sixes.",003D1CHLnQs_3-5-rgb_front
I would be more of a deeper pink.,a9abAEFmEQQ_6-5-rgb_front
But always keep the bouncing.,59xX5JTRuk4_7-8-rgb_front
We're going to do ten and ten.,02aFykvwx6M_12-8-rgb_front
You're going to have to wire the lights yourself.,a8zoNzPmXik_8-8-rgb_front
Step.,b11STwEhshU_34-5-rgb_front
"There, we got that.",097l3R1JCFQ_11-5-rgb_front
Hello.,0KpJxzHyTUo_0-5-rgb_front
This toy would be okay for the appropriate age.,2VaCIOSpIWc_8-8-rgb_front
That rocks and stuff they naturally filter the water.,biBBePKaQMY_9-4-rgb_front
Just like so.,1gDezSEPi_o_11-8-rgb_front
And position it on top.,1J3UAD2lU-g_6-5-rgb_front
Put that aside.,199hEEkd1aU_16-8-rgb_front
"There's always excuses, always excuses.",1AaO0RFu9j8_15-8-rgb_front
It goes high up on the neck.,0GJk5oID0PA_7-3-rgb_front
It depends kind of on what you're doing.,a0te0H5ms1Y_26-9-rgb_front
Tell them when you're leaving.,b29zLYHSim0_8-9-rgb_front
Now this is a fully manual machine.,5HDlLzELoeg_12-8-rgb_front
"One thing you may want to add though, reflectors.",1835p3jEejw_7-8-rgb_front
Especially the fancier ones like this.,-CmdMw3PKV8_14-8-rgb_front
That's just for that.,3daeOlNR8_A_31-5-rgb_front
This is a lot of fish.,1Vq_uqeckF8_1-8-rgb_front
"So, as we step forward we're bending down.",1jeK8PkhsR4_15-8-rgb_front
"What happens is, there's less stress.",1gS4Hb9gpOI_4-8-rgb_front
Good luck.,-F6vN4bOBWs_15-8-rgb_front
"Again, so goes one, two, three.",1Q2BYTlbdiE_10-8-rgb_front
So let's continue along that vein.,11aqPfA6Zgo_1-8-rgb_front
And that's the clown.,1hB73-7GUFw_28-5-rgb_front
"So, just rub it in really well.",BbBdxWO88-I_22-8-rgb_front
O.k.,0yuQhcAGSbs_0-5-rgb_front
Right now we're talking about the man-to-man defense.,04DtdCu2kfg_1-5-rgb_front
Welcome back.,1nAiestkr0Q_0-11-rgb_front
"Like me, I like red sweaters.",0xsng2YOhMA_2-5-rgb_front
So what is it that you want to do?,1RQ3dFBCjmI_9-5-rgb_front
It's very important that you hold your weapon correctly.,032PDxai5GE_1-8-rgb_front
"So performed at full speed, it looks like this.",1s5gc78drOE_8-8-rgb_front
It goes on great on the plastic.,0H0_rY2_6wQ_3-5-rgb_front
That's the key point I'm trying to make.,-AZVqXtWGg0_11-8-rgb_front
We start with a slip stitch.,0vmzETHEVwg_2-8-rgb_front
What are you going to do?,b-341m5ri_A_2-5-rgb_front
So that's what I've got here.,1qQEz4pbQkM_1-11-rgb_front
You just pull it down.,0C_NjyLtHwc_40-8-rgb_front
And you don't even have to dry it.,16iJ0z4FUqc_28-8-rgb_front
Go around your bead.,1avHo4qZ86Q_9-8-rgb_front
We don't have to buy any emulsion.,4S2nxOnWxVw_4-8-rgb_front
"Fold this bottom up to the center, like so.",-BABPsEWA54_24-3-rgb_front
Has a fine layer of filth on the negative.,2Z3CpALUO9o_9-8-rgb_front
"So, let's go over what we've got here.",-1eulcDdoVQ_1-5-rgb_front
You'll see it's seated right there.,305bKBYRZfk_8-8-rgb_front
"Well, today I'm going to show you how.",-6PULg1jlpc_3-5-rgb_front
This rat is only two weeks old.,bbNhK0g8fJY_10-8-rgb_front
It's important to always rinse your rice.,0Fdg59G2-SI_14-2-rgb_front
"But before I start, let me introduce myself.",1rq9N3m6QR8_2-8-rgb_front
We're not going to take anything out.,1IKGxa-7JfI_4-5-rgb_front
Tar is about eighteen months old.,bbNhK0g8fJY_16-8-rgb_front
"Also, what kind of style you're playing.",1l6MC-9BQa0_30-5-rgb_front
It doesn't really affect the game at all.,-EsVrbRTMU4_12-8-rgb_front
"Take a peeler, and just nice, thin, wispy strands.",anxhVQxvPGs_13-5-rgb_front
Now I know what you're thinking.,aygp09D7Z_w_12-5-rgb_front
Bottoms up.,0y8f5eLbPho_10-5-rgb_front
"One, two, three, four.",1cDoGd8wPfw_8-5-rgb_front
Hi!,14z8c3QqV0E_0-8-rgb_front
He's going to load it.,3-fARE8grc0_9-8-rgb_front
Do the two breasts match up or not?,3xtnvxSmYFU_10-3-rgb_front
"She said ""would you mind talking to Bobby?""",1b3UpS1gD2k_8-8-rgb_front
Kick toss.,3-fARE8grc0_20-8-rgb_front
Simply wearing nothing for teeth at all.,221LE0VXCB8_13-8-rgb_front
Well I can help.,b-341m5ri_A_3-5-rgb_front
"So, I'm going to take you to your toes.",10d1oeViKYw_19-5-rgb_front
And they're sort of veiny and oddly connected.,10om04b2LIw_23-8-rgb_front
They are definitely not the most popular insect.,10om04b2LIw_17-8-rgb_front
"So again, that's steeping and brewing.",4GKnUtxCEY8_4-5-rgb_front
That's technically shrunken.,05snMPwCV98_8-5-rgb_front
So that's definitely another thing you can do.,4UlmDZi98fk_19-5-rgb_front
They'll last for years.,2Z3CpALUO9o_43-8-rgb_front
That's as full as they want it.,1eA1cI1yI7w_9-8-rgb_front
Let's try that again.,1nX2jOEHvmQ_7-11-rgb_front
Perfect.,2kOoZjewAkY_12-8-rgb_front
You've seen it and then you can do it.,1GlHmFJA0LQ_24-8-rgb_front
Horizon lines don't look like this.,-AKdG2AyDW4_4-8-rgb_front
"Well, to me, anyhow.",16iJ0z4FUqc_14-8-rgb_front
That's a basic kitemare right there.,3epphBG88cE_26-5-rgb_front
Going to go over the top.,1DFNcceDcYY_4-5-rgb_front
Fluff that up to where you can have something.,0sY5frjH9nw_10-8-rgb_front
You probably want to keep it on.,1retf-icZlQ_3-8-rgb_front
So we're going to start with these.,1ND0o3AeO1k_10-5-rgb_front
"I'll make sure that he gets the message.""",00m1mQFF5zo_10-3-rgb_front
Go ahead and grab your glass.,01m9yM04RwY_12-3-rgb_front
I love these tall slender pieces that I do.,1QeMNh_DAqo_5-5-rgb_front
Try it in the mirror it looks more complicated.,1IRHEhx1lBs_35-5-rgb_front
It's not sufficient.,1NuRoCJdJM4_2-8-rgb_front
"The wider the arc, the more club head speed.",1LjH--6h_rk_2-5-rgb_front
I glaze it and he loads the kiln.,0s2JBzhsWXw_6-8-rgb_front
"They can't hit you, you can't hit them.",1jeK8PkhsR4_13-8-rgb_front
Get a private tutor.,1B-uqjIDMKk_11-8-rgb_front
I'm Ivan Madar.,17ayMGoQfKw_0-8-rgb_front
And then we have adjustments on our table.,1cj15Is-Wjs_18-8-rgb_front
The same could be said for triathlon.,23O-xRuWVdA_20-5-rgb_front
There was not any blinking on my shutter setting.,Bf5CyPGOpW8_21-4-rgb_front
"Inhale, are we okay Gina?",1XVFT7Xyk00_8-5-rgb_front
It's looks like more imposing.,1PhHBWErK9Q_15-8-rgb_front
Keep your shoulders relaxed.,1lmKfz4AyeQ_15-8-rgb_front
That's your push up.,10d1oeViKYw_29-5-rgb_front
That's perfectly acceptable; whatever is most comfortable for you.,-ayXzLtkpQU_5-8-rgb_front
"Remember, only if you're funny.",-BKq3iOBB9k_20-3-rgb_front
It is a great remedy.,-eL7lQUY2fo_5-5-rgb_front
And meeting that hand each time.,0veHGYSKaDc_23-8-rgb_front
"There's your paper flower, sure to impress.",1mcmnmxg64U_24-8-rgb_front
Just your red label eighty proof Smirnoff vodka.,3bw1RCf2ZrY_5-3-rgb_front
Have a lot of fun with this move.,07U8pEf63Pw_16-5-rgb_front
You want to evenly coat all the vegetables.,199hEEkd1aU_26-8-rgb_front
There is thousands of realtors in the world.,1ovWfK_k3-Q_8-8-rgb_front
Pat this into a nice good ball.,2hpQUMOiUu8_3-5-rgb_front
A fish may show signs of rapid breathing.,4I2azcR2kcA_11-8-rgb_front
"It's my thing, it's what I like to do.",13Omn2P3DcA_6-8-rgb_front
It is a treatment that you would use.,BfS0S717ykQ_6-2-rgb_front
And based on the design of the card.,1fPFcBdBziw_7-8-rgb_front
"Hi, I'm Hunter from the Austin Aqua Dome.",5AlpcMspHX4_0-8-rgb_front
It's for any special event.,0CGoYyy61p8_10-8-rgb_front
The second person can bid the same.,5Lh23UUvx2M_6-8-rgb_front
"He's not on my upper back, he's not twisted.",2uM9Vdo_uLQ_10-8-rgb_front
The abs are pulled in.,03xD5BhCG94_2-8-rgb_front
"So, go conservative when in doubt.",azmxjENWcXo_17-5-rgb_front
Is it really bad or is it good?,1DVNJsslUPw_18-5-rgb_front
It loses its impact.,3CrOUbBvRkQ_18-5-rgb_front
Capillary bleeding is one of the most minor.,0x-kl7MK6fc_4-5-rgb_front
"It just goes back, like that.",07TdlpHnhtU_16-5-rgb_front
There's many different types.,0Esq_TAc-1Y_18-5-rgb_front
You ready to give it a try?,07U8pEf63Pw_20-5-rgb_front
They're going to be a little mad at you.,1VbIAziTNoE_14-5-rgb_front
Pretty difficult huh?,0rbUEsOc434_9-5-rgb_front
"I'm just going to hit ""Drop shadow"".",00DKFksyVnQ_7-5-rgb_front
Within one of these nine boxes.,1PhHBWErK9Q_8-8-rgb_front
This is the proper way to test your antifreeze.,10VoWaHH80U_24-5-rgb_front
Alright we're talking about medium stiffness boots.,3hoHkuB8QZs_0-3-rgb_front
"Hello, this is JB.",-cv1gZaGtNk_0-5-rgb_front
Okay.,1rR7qTEfD-4_6-8-rgb_front
Someone with lots of flourishes.,1XzuqBmJxK4_13-8-rgb_front
Some people call them Swiss balls.,-eryXkkckv8_1-5-rgb_front
"Scooter, so that's his name in old typeset.",-1Uik-vwQoc_3-5-rgb_front
You bounce.,1hB73-7GUFw_15-5-rgb_front
Okay.,1kMcBHJ2IPM_13-8-rgb_front
What's my score?,19FB-dmluQw_13-3-rgb_front
"Hi, this is Sean Hobson.",04DtdCu2kfg_0-5-rgb_front
Don't worry if things don't finish off completely.,1VQZlvupNgo_14-5-rgb_front
"If it's too short, you can get more tape.",2ckGjVDGnYE_11-8-rgb_front
"Take your application fluid, get it nice and wet.",12Y6ujgJ_2Q_12-8-rgb_front
Today we have much better ways of preserving it.,1QeMNh_DAqo_7-5-rgb_front
"Which you can do, that's fine.",0GPQtW2tlvw_5-8-rgb_front
So we bring the hands across the body.,1dLchY8R6tU_7-8-rgb_front
We don't want that.,4K_f93M-BrA_5-8-rgb_front
"I'm C.G, with Lips and More.",19f_ac2f2C8_1-8-rgb_front
Number one is genetics.,57_1T6O51TQ_5-8-rgb_front
Everybody's got a theory.,0wf7V55xjvQ_1-8-rgb_front
You're going to wipe this down.,476vh2-HlV0_7-8-rgb_front
Exhale.,aD-Fbewpd3s_18-8-rgb_front
It's up to you.,199hEEkd1aU_33-8-rgb_front
"Now, what is a window?",-dXU26rkB7I_2-5-rgb_front
"And you know, break all the rules.",1PhHBWErK9Q_26-8-rgb_front
"Acneic skin meaning breakouts, blackheads, pimples.",1YR0GF3vd4w_2-8-rgb_front
"Now these items, you want to make sure.",16iJ0z4FUqc_13-8-rgb_front
You're just encouraging the behavior.,aPlDljTG2Bo_12-1-rgb_front
She is going to engage through her thighs.,beVJrP2hs8o_9-4-rgb_front
This is the one we just did.,1DgRPcY65Mk_16-5-rgb_front
"So, I know that's perfectly where I need it.",4MXwmQ7Ht6E_21-8-rgb_front
These clamps come in various different sizes.,0z-gCDC8oOw_23-8-rgb_front
"What if my guy is still standing out there?""",04DtdCu2kfg_10-5-rgb_front
Use it just like any other curling iron.,1qNsErmkIiU_9-3-rgb_front
In this case I get seventy inches.,14hq4hRjwLc_9-8-rgb_front
"So, with our masse shot here.",2XnIHZ9qbsI_8-5-rgb_front
"And, you can go from.",5GF2D_lAus4_21-8-rgb_front
Open it.,5dodEz2r56M_3-8-rgb_front
You should show some dynamic flow.,1UvJ0mvrOPw_24-5-rgb_front
"Here we go, hold four.",14weIYQswlE_33-8-rgb_front
This takes away from your strength.,1ZWGv-_yKrU_3-8-rgb_front
Somewhat like this.,a9CgIaOL6WQ_9-5-rgb_front
So this is an external rotation.,0vNfEYst_tQ_11-8-rgb_front
That is the major conflict.,0Dgty_NNa48_11-5-rgb_front
Don't do that.,0C_NjyLtHwc_30-8-rgb_front
Bottoms up!,1KXI9v9nwz4_10-5-rgb_front
"Cut the stems, place it in.",14_GpqYx36s_11-8-rgb_front
"If I stand sideways, you'll get a better look.",077IIb5uuCs_10-5-rgb_front
Nor the background fence and the house and stuff.,0xxbsy0Ek9I_13-5-rgb_front
"Secondly, she'll lean in, or show herself off.",BiBFHSdmhrM_10-5-rgb_front
We are going to do a four-step buttonhole.,146HWl-YGTo_16-8-rgb_front
It's much easier avoided than it seems.,1JfvA3hlnJs_18-5-rgb_front
And that ought to do it.,10om04b2LIw_26-8-rgb_front
And that's all there is to that.,0DhJ9bK49RM_8-8-rgb_front
Just mix all of the ingredients together.,02WRxAwx-Bo_11-8-rgb_front
A crawler can very easily crawl into the kitchen.,1spCnuBmWYk_4-8-rgb_front
Get that hot and ready to go.,077rQK39ycg_5-5-rgb_front
"And, you, when you're already getting yourself a drink.",2FgG0QARPuc_11-8-rgb_front
We're going to coat our turkey neck with oil.,0trr2UC5l5M_2-11-rgb_front
They can see it.,aD7Kmdiuigo_32-5-rgb_front
That's what most people see and it's pretty common.,0x-kl7MK6fc_9-5-rgb_front
"Play around with the origami, have fun and enjoy.",1E70qW68aZw_26-5-rgb_front
"Okay, another thing that for me is important.",-1XUnputrgk_0-5-rgb_front
We walk a certain way.,1UWz92TxRLA_9-5-rgb_front
Let's just turn that off.,1jx2aBn_2_U_30-8-rgb_front
You need to define where your love is.,3WEwTZHf8kI_15-5-rgb_front
"So, let's get started.",bHEw7t7tJsc_11-5-rgb_front
There are some film developers that are liquid.,0KSak51yxUA_8-5-rgb_front
Just so you're comfortable.,09cQe0gC2-0_7-8-rgb_front
Project today will be a snowman.,a7BqyLnTfqo_1-5-rgb_front
"Today, I've decided to choose jasmine rice.",0Fdg59G2-SI_5-2-rgb_front
Everything should be kept proportional.,4Fvc5MU1V0k_7-5-rgb_front
What do you have to do?,2p_XEJ6uL5U_10-5-rgb_front
That's one.,-BKq3iOBB9k_6-3-rgb_front
Let's show you how I make the six pin.,aGITFRfpMJA_5-8-rgb_front
Sew that.,a4MsS36gmRE_8-3-rgb_front
"That, basically is dating.",1ljAz5cBwjQ_10-1-rgb_front
Is it walking?,1RxYvOvKHkU_5-5-rgb_front
Sweep.,2oIjI5k0n44_9-5-rgb_front
OK just going through the action with it.,0veHGYSKaDc_5-8-rgb_front
You ought to see if they're any good anymore.,1YnA7Iv3oJ8_8-8-rgb_front
It also gives her a little bit of conditioning.,46wX8xjt7mA_9-8-rgb_front
"You're like competing that way, do it.",0xh74_xfC5A_12-5-rgb_front
You don't want to overlap that color.,bfNbGx1yLdE_15-4-rgb_front
Are you just looking to get money?,0FrdEk0KBzg_4-1-rgb_front
Let's see that's about right and that's it.,23GbjIU50qw_23-8-rgb_front
This is Donna Barnes from New York City.,b-ATx2kXGCY_7-3-rgb_front
That's a big part of who I am.,0xsng2YOhMA_4-5-rgb_front
Turbine shaft shield.,1IRJXMx85Rg_7-5-rgb_front
Keep everything planted on the floor.,b9nWwzf0C5E_17-5-rgb_front
It's short.,17hrR6QZBdU_6-8-rgb_front
This is a rougher scrub.,1YR0GF3vd4w_5-8-rgb_front
This mark being the center hinge area.,12Y6ujgJ_2Q_6-8-rgb_front
I've cleared the board.,19FB-dmluQw_11-3-rgb_front
Digging your hipbones into the ball.,0zzQqETJdi8_4-5-rgb_front
So you've come to the right place.,2YRCf37JylI_1-8-rgb_front
Give yourself a good stretch.,0EjXICFqrKo_47-8-rgb_front
Those are the 3 ingredients you need.,414pAs3SDu0_18-5-rgb_front
It's a wrist control.,002pHlZGEQ8_1-5-rgb_front
And I've got two rulers.,-_3bUhnn4PU_12-8-rgb_front
We'll cover installing the lug nuts.,1kMcBHJ2IPM_22-8-rgb_front
I just draw a line of it.,-8tIt1vEinQ_8-8-rgb_front
Right here we have a pretend cake.,2VaCIOSpIWc_4-8-rgb_front
You want to be careful not to carry.,aLhtVMR3SNw_6-5-rgb_front
Now an umbrella is exactly like it sounds.,5Oq-F-EC_pU_1-8-rgb_front
"Ovee, as some like to say.",aPWX82zLo50_11-5-rgb_front
So that's a fixed bridge.,221LE0VXCB8_9-8-rgb_front
Move the seasoning around.,0HfN3Ts0FxQ_17-5-rgb_front
And we'll be talking about that next.,1Z4f7kN6yWY_23-8-rgb_front
Same thing here.,beZVrUpjpwk_11-8-rgb_front
Just make sure your hands are clean.,1KKlZKlWdTM_17-5-rgb_front
It's a really good drill.,1EV7AT_lBno_35-5-rgb_front
Like so.,1E70qW68aZw_20-5-rgb_front
Let me get this wet first.,476vh2-HlV0_4-8-rgb_front
"I'm Laura Gibson, beauty expert, have a nice day.",3HTL6h2RYjQ_9-5-rgb_front
"One, two, three pumps.",-djRbCXJLYo_9-5-rgb_front
O.k?,14weIYQswlE_18-8-rgb_front
